"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"PE(18:1(9Z)/18:1(11Z))","PE(18:1(9Z)/18:1(11Z))","HMDB0009058","53479650","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PE(18:1(9Z)/18:1(9Z))","PE(18:1(9Z)/18:1(9Z))","HMDB0009059","9546757","C00350","CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PE(18:2(9Z,12Z)/18:0)","PE(18:2(9Z,12Z)/18:0)","HMDB0009090","52924894","C00350","CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(20:1(11Z)/16:1(9Z))","PE(20:1(11Z)/16:1(9Z))","HMDB0009254","52924549","C00350","CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PE(20:2(11Z,14Z)/16:0)","PE(20:2(11Z,14Z)/16:0)","HMDB0009286","52924578","C00350","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:1(13Z)/14:1(9Z))","PE(22:1(13Z)/14:1(9Z))","HMDB0009515","53479853","C00350","CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"PE(22:2(13Z,16Z)/14:0)","PE(22:2(13Z,16Z)/14:0)","HMDB0009547","52924774","C00350","CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","HMDB0009611","53479907","C00350","CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))","HMDB0009612","53479908","C00350","CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:5(4Z,7Z,10Z,13Z,16Z)/dm18:0)","PE(22:5(4Z,7Z,10Z,13Z,16Z)/dm18:0)","HMDB09643","53479939","C00350","CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)","PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)","HMDB0009676","53479972","C00350","CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PE(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0011392","53480857",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PE(P-18:0/22:5(7Z,10Z,13Z,16Z,19Z))","PE(P-18:0/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0011393","53480858",NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(P-18:1(11Z)/22:4(7Z,10Z,13Z,16Z))","PE(P-18:1(11Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0011424","53480884",NA,"CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0011457","53480914",NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0009210","52924469","C00350","CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0009467","52924686","C00350","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0009690","52924848","C00350","CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"PS(18:0/18:2(9Z,12Z))","PS(18:0/18:2(9Z,12Z))","HMDB0012380","9547091",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"PS(18:1(9Z)/18:1(9Z))","PS(18:1(9Z)/18:1(9Z))","HMDB0012390","6438639",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"PS(18:2(9Z,12Z)/18:0)","PS(18:2(9Z,12Z)/18:0)","HMDB0012400","52925985",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"PG(18:0/18:0)","PG(18:0/18:0)","HMDB0010602","24779552",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCCCCCCCCCC","1"
"PS(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PS(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0012417","52925534",NA,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","HMDB0012447","52925941",NA,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"PIP(16:0/18:1(11Z))","PIP(16:0/18:1(11Z))","HMDB0009924","53480122","C00626","CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1C([C@@H](C(C(C1O)O)O)OP(=O)(O)O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"PIP(16:0/18:1(9Z))","NA","NA","NA","NA","NA","0"
"PIP(18:0/16:1(9Z))","PIP(18:0/16:1(9Z))","HMDB0009947","53480142","C00626","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1C([C@@H](C(C(C1O)O)O)OP(=O)(O)O)O)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"PIP(18:1(11Z)/16:0)","PIP(18:1(11Z)/16:0)","HMDB0009958","53480153","C00626","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)O[C@@H]1C([C@@H](C(C(C1O)O)O)OP(=O)(O)O)O","1"
"PIP(18:1(9Z)/16:0)","PIP(18:1(9Z)/16:0)","HMDB0009970","53480165","C00626","CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)O[C@@H]1C([C@@H](C(C(C1O)O)O)OP(=O)(O)O)O","1"
"Dynorphin A 1-8","Dynorphin A 1-8","HMDB0012933","53481552",NA,"CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)N","1"
